Date,AAPL,ADBE,AMZN,AON,BA,BK,CAT,COST,CSCO,CVX,DIS,FDX,GE,GOOG,GOOGL,GS,HD,IBM,INTC,JCI,JNJ,KO,MCD,MRK,MSFT,NVDA,PEP,PFE,PG,SPGI,T,UNH,WMT,XOM
2005-01-18,1.0510186341571797,29.024306211346307,2.2144999504089355,17.924238204956055,35.34985629812167,21.225372139603262,28.15851900711971,32.5329057141528,12.344572776292532,24.462568896840217,22.70505719279514,76.80563657159686,101.82650841973131,4.981891379302115,5.00534853215014,75.90721669612353,25.38071233252139,48.77814767220591,13.219312999420449,36.14485728345011,34.93100572951397,11.036231245335445,17.946572682908705,14.237940395300814,18.027432524800542,0.16253843354498973,29.883225085640028,10.477077959480091,31.678021530296064,31.491791901747643,4.394025837260777,35.24739617206739,11.849180176469682,25.999291813007112
2005-01-19,1.0606489376527495,29.154280427384098,2.2235000133514404,17.76771176788633,36.11984539718754,21.594622692358634,27.853721776399805,33.20857485482867,12.285320341998249,24.718555114318374,23.07398362160055,77.38992882207106,103.38505185217767,5.073116881736259,5.097002309803066,76.44210883322219,25.66808594668575,49.45527693703977,13.271335027523685,37.10707706415832,35.380049553786364,11.136516140631562,18.234161450075806,14.43164827372173,18.152104443817628,0.1677350880971123,30.49831068995421,10.576624947344282,32.02658643286466,32.11989448261668,4.557969339618332,35.20775633233128,12.00170966243893,26.254411582381955
2005-01-20,1.0480093143382492,28.749358741116133,2.0855000019073486,17.80683757441409,35.76983808507177,20.70403380898708,27.615313360897076,32.76262975098659,11.903460596544239,24.52307876608523,22.7772402201906,76.66568412332387,102.3171401205775,4.7719271865028645,4.794395256052694,75.83392664049504,25.564148462525605,48.23646832111066,13.016998751641424,36.37003838811937,35.26217338441683,11.117536443527035,18.159385248847574,14.390143863571284,17.895858329933898,0.15986348571830217,30.754585383718304,10.319469432055213,32.290418718257214,32.33973288757963,4.464287682281909,35.624039798044954,11.87570757553193,25.846193988013614
2005-01-21,1.0729872351273642,29.139282718068166,2.0994999408721924,17.611160535661842,35.45485443044611,20.412061956164926,27.138513501248198,32.23563074541436,12.054886860119248,24.201924154453412,22.873481030045227,75.20891560008855,103.32733712759102,4.822496707138307,4.845203288138108,75.79739849264244,25.160600980638012,48.4395999494269,13.051680074819801,36.55431897913336,35.00397585058081,11.17716513523333,18.09036522766901,14.187209014997322,17.972035038084588,0.16376076439091822,30.50401978397983,10.369238761463752,32.36497218619018,32.27691709783565,4.440867902476371,34.35135228867616,11.791699562988216,25.92273365661917
2005-01-24,1.0680216470199495,28.66437670969807,2.072000026702881,17.532878422687578,35.23084811994497,20.47178872405394,27.023834978367603,31.485630289124423,11.94954892953796,24.341565713480026,22.576737220020764,75.38998449556965,101.65333481089456,4.677480475408153,4.699504278808479,75.8928875284617,25.130026732314306,48.28334647908654,12.999661209665135,36.093684158859936,34.71769489952541,11.098568486879776,18.165139984290096,14.06728830674983,17.840447085889608,0.1629208167866938,30.52679336780425,10.261406479311457,31.48744468938279,32.102470035330946,4.444471686944279,35.60424374120584,11.720952598296742,25.994178654004383
2005-01-25,1.073889983835772,27.889528658978975,2.0320000648498535,17.28241387794959,35.10486326867854,20.438605817211176,26.77940341996274,31.505922437337954,11.784953546024958,24.541683234613245,22.60079430573449,76.74796322778839,102.89439832698909,4.510152889250783,4.531388454209584,76.45844930520728,24.757055549648936,47.90832661263556,12.843595071772954,35.82752320701714,34.745764453281055,11.152777293826482,18.400981074989403,13.951977388712145,17.840435426900846,0.15795338847812598,30.49831690099975,10.124523874263982,31.65950547153378,31.928000323943827,4.422853399906143,34.989684710815084,11.758538293639933,26.126847563323167
2005-01-26,1.0933003262236967,28.074492048288153,2.059000015258789,17.078914406443328,34.691845499763886,19.907723537904612,27.310522899863113,31.992372232640786,11.719117707485744,24.86283401357807,23.186266833099015,78.10599560953374,103.73137307792737,4.44396540412669,4.464889840095158,75.78273266299627,24.958837972553034,48.075031457098596,12.999658232382641,36.16532433437127,35.497954442387076,11.152774990300133,18.366467679989515,14.297897494350822,18.055139505782304,0.1605512382039988,30.464148247890996,10.257249597280868,31.952017672747083,31.373161242321906,4.449875568168332,34.91039259702918,11.79390893438718,26.2799396547367
2005-01-27,1.0857766473977906,28.164474981858937,2.063499927520752,16.750162740765795,34.67784491859597,19.509571883191462,26.375023173615926,31.918049138193254,11.699364728343603,24.923329984561327,22.79327826522148,77.87555742720541,102.75008144179174,4.679214747726692,4.701246828702217,75.92225698093927,24.775389847643734,47.65831337889451,12.936075812273595,36.06296203682711,36.13222602577335,11.296424039558891,18.406727263981928,14.35324750409005,17.972031766970126,0.16238525674506119,30.355936860735838,10.224069890728604,31.573468377272114,31.19520194708489,4.368805677442166,34.41480578888613,11.729798537709573,26.14726745895212
2005-01-28,1.09269880971003,28.264454823601117,2.1045000553131104,17.05542739171463,35.67884661508506,19.50957570417025,26.254321302716075,31.97211407016271,12.028554238058318,25.1653439664446,22.61683966062513,77.51339571630595,102.60577786957627,4.710448647984435,4.7326287790146315,76.86238914127057,24.916031690118572,48.27293950755307,12.918740371258174,36.718090388773696,36.13785521481525,11.255770580458465,18.320449321350225,14.4501011086494,18.380650151104323,0.17575880901197685,30.33315475337896,10.22406974030056,29.91020920552413,31.09052747615102,4.235489762220499,34.989701951194895,11.694428309719736,26.213604912654333
2005-01-31,1.1221908140088286,28.094488137289677,2.121999979019165,17.258937117834705,35.17485149820355,19.775005761406085,26.556097414782617,32.22886069735002,11.949548299856174,25.007113306584152,22.937648425239672,78.15538582467342,103.76026886436142,4.801426520328017,4.824033238063522,78.86749001146573,24.824307898120928,48.77815721015602,12.976545333862305,36.851176113993745,36.446560964489734,11.320817628644122,18.46425192802678,12.923452789809152,18.249056035921104,0.17629342584832614,30.669162633577887,10.21162655427621,31.258042701247142,31.40458776147326,4.255304839344168,35.049160337471584,11.61705996508969,26.279936817226464
2005-02-01,1.159355928166871,28.444420654742302,2.1500000953674316,17.964478024010322,35.4198438776025,19.808187082253237,27.03892294496573,31.884288532350475,11.910044994694074,25.43530550240541,23.05794345531304,79.01135545932111,103.90458005935041,4.818530248535808,4.8412183264729975,79.06580779720818,25.19116507485074,48.788585581088505,12.999660230256525,35.52042833392901,36.26695754941906,11.247637698880936,18.43549007122497,12.941907897129,18.179797787793547,0.17499399834417992,30.441362283537497,10.00838991734876,30.655823242613494,31.770970366937973,4.323764454096684,35.26722590266451,11.583894839371407,26.52487661226971
2005-02-02,1.172897802453538,29.844145164127408,2.1524999141693115,17.885685113627968,36.539830115027826,19.642287752485306,27.186794365236196,31.735647632319836,11.995633977810105,25.686629936494914,23.170228450456218,78.59981932065526,104.42410223066312,5.343318763104995,5.368477438940694,79.43304686869811,25.11780682992594,48.84588108546505,13.097921124787113,35.32594877644173,36.59812927027903,11.234080479995999,18.33770170071924,12.881949729804512,18.297533504966562,0.18546344519489694,30.680563956661654,9.975208399406636,30.40343981308455,32.07803071124847,4.374211700799158,35.80248668869155,11.63473862795091,27.213766206066857
2005-02-03,1.190202489377347,30.793957868134434,1.7450000047683716,17.92507959822943,37.06484282786802,19.60910108428134,27.316566455992678,31.418080279265133,11.877123545966581,25.844870767223984,23.146164976180625,78.53395682047129,104.33752590560552,5.1063338080023595,5.130376870634699,79.61667653304974,25.19117152992215,48.89275900345077,13.04588140877485,35.1826309616963,36.923689630181215,11.356042657532537,18.17664680082729,13.12178429257076,18.262914212135613,0.18638046085834503,30.89699676154471,10.012540564022077,30.592719362562576,32.46885080095145,4.4570815067150935,35.683541029900894,11.723163831993814,27.479119050640964
